#1	行く	いく	go	3	2025:07:15:12:48:13
#87	飛ぶ	とぶ	fly	0	0
#88	とても	とても	very (colloquial)	0	0
#89	誰	だれ	who	0	0
#90	好き	すき	favorite, liked	0	0
#91	読む	よむ	read	0	0
#92	次	つぎ	next	0	0
#93	あなた	あなた	you	0	0
#94	飲む	のむ	drink	0	0
#95	古い	ふるい	old	0	0
#96	質問	しつもん	question	0	0
#97	今日	きょう	today (colloquial)	0	0
#98	友達	ともだち	friend, companion (colloquial)	0	0
#99	早い	はやい	early	0	0
#100	どれ	どれ	what, which	0	0
#101	美しい	うつくしい	beautiful	0	0
#102	いつも	いつも	always (colloquial)	0	0
#103	足	あし	leg, foot	0	0
#104	起こす	おこす	wake (someone) up	0	0
#105	見せる	みせる	show	0	0
#106	娘	むすめ	daughter, girl	0	0
#107	楽しむ	たのしむ	enjoy	0	0
#108	色	いろ	color	0	0
#109	みんな	みんな	everybody (colloquial)	0	0
#110	取る	とる	take, get	0	0
#111	勉強	べんきょう	study	0	0
#112	できる	できる	can do, be good at	0	0
#113	短い	みじかい	short, brief	0	0
#114	落ちる	おちる	fall, come down	0	0
#115	息子	むすこ	son	0	0
#116	白い	しろい	white, blank	0	0
#117	飛行機	ひこうき	airplane	0	0
#118	病気	びょうき	illness	0	0
#119	冬	ふゆ	winter	0	0
#120	年	ねん	year, age	0	0
#121	重い	おもい	heavy	0	0
#122	胸	むね	chest, breast	0	0
#123	払う	はらう	pay (money, respect, attention, etc.)	0	0
#124	軽い	かるい	light (of weight)	0	0
#125	見つける	みつける	find	0	0
#126	忘れる	わすれる	forget, leave behind	0	0
#127	酒	さけ	alcohol, rice wine	0	0
#128	どちら	どちら	which (polite)	0	0
#129	姉	あね	(one’s own) older sister	0	0
#130	覚える	おぼえる	memorize, learn	0	0
#131	狭い	せまい	narrow, small	0	0
#132	赤い	あかい	red	0	0
#133	着る	きる	wear, put on	0	0
#134	笑う	わらう	laugh, smile	0	0
#135	一番	いちばん	most, best	0	0
#136	授業	じゅぎょう	class session, lecture	0	0
#137	週	しゅう	week	0	0
#138	漢字	かんじ	Chinese character	0	0
#139	自転車	じてんしゃ	bicycle	0	0
#140	電車	でんしゃ	train	0	0
#141	探す	さがす	search for, look for	0	0
#142	紙	かみ	paper	0	0
#143	歌う	うたう	sing	0	0
#144	遅い	おそい	slow, late	0	0
#145	首	くび	neck	0	0
#146	速い	はやい	fast	0	0
#147	一緒に	いっしょに	together, at the same time	0	0
#148	今月	こんげつ	this month	0	0
#149	遊ぶ	あそぶ	play	0	0
#150	遠い	とおい	far, distant	0	0
#151	弱い	よわい	weak	0	0
#152	耳	みみ	ear	0	0
#153	座る	すわる	sit, sit down	0	0
#154	右	みぎ	right	0	0
#155	浴びる	あびる	take (a shower)	0	0
#156	肩	かた	shoulder	0	0
#157	寝る	ねる	lie down and sleep, go to sleep	0	0
#158	消す	けす	switch off, turn off	0	0
#159	元気	げんき	healthy, energetic	0	0
#160	全部	ぜんぶ	all, whole	0	0
#161	去年	きょねん	last year (colloquial)	0	0
#162	引く	ひく	draw, pull	0	0
#163	図書館	としょかん	library	0	0
#164	上げる	あげる	raise, lift	0	0
#165	緑	みどり	green	0	0
#166	腕	うで	arm	0	0
#167	ドア	どあ	door (loan word)	0	0
#168	女の子	おんなのこ	little girl	0	0
#169	男の子	おとこのこ	boy	0	0
#170	私たち	わたしたち	we (colloquial)	0	0
#171	近く	ちかく	near, close to	0	0
#172	やる	やる	do, give	0	0
#173	かなり	かなり	fairly, rather	0	0
#174	国	くに	country	0	0
#175	起こる	おこる	happen	0	0
#176	秋	あき	autumn, fall	0	0
#177	送る	おくる	send	0	0
#178	死ぬ	しぬ	die	0	0
#179	気持ち	きもち	feeling, sensation	0	0
#180	乗る	のる	ride, take	0	0
#181	いる	いる	be present, stay	0	0
#182	木	き	tree, wood	0	0
#183	開ける	ひらける	open, unlock (doors, windows, etc.)	0	0
#184	閉める	しめる	shut, close (doors, windows, etc.)	0	0
#185	続く	つづく	continue, follow	0	0
#186	お医者さん	おいしゃさん	doctor (polite)	0	0
#187	円	えん	Japanese yen	0	0
#188	ここ	ここ	here	0	0
#189	待つ	まつ	wait, wait for	0	0
#190	低い	ひくい	low, short	0	0
#191	もらう	もらう	receive	0	0
#192	食べる	たべる	eat	0	0
#193	兄	あに	(one’s own) older brother	0	0
#194	名前	なまえ	name	0	0
#195	夫	おっと	husband	0	0
#196	一	いち	one	0	0
#197	結婚	けっこん	marriage	0	0
#198	親	おや	parent	0	0
#199	話す	はなす	speak, talk	0	0
#200	少し	すこし	a bit, a little while	0	0
#201	閉じる	とじる	shut, close (books, eyes, etc.)	0	0
#202	時	とき	time, moment	0	0
#203	米	こめ	rice (grain)	0	0
#204	切る	きる	cut	0	0
#205	楽しい	たのしい	fun, enjoyable	0	0
#206	服	ふく	clothes (colloquial)	0	0
#207	後ろ	うしろ	back, behind	0	0
#208	嬉しい	うれしい	happy, glad	0	0
#209	腰	こし	waist, lower back	0	0
#210	日曜日	にちようび	Sunday	0	0
#211	昼	ひる	daytime, midday	0	0
#212	お母さん	おかあさん	mother (colloquial)	0	0
#213	大学生	だいがくせい	university student	0	0
#214	終わり	おわり	end, conclusion	0	0
#215	背	せ	height, stature	0	0
#216	手伝う	てつだう	help, assist	0	0
#217	鼻	はな	nose	0	0
#218	起きる	おきる	occur, happen, wake up, get up	0	0
#219	載せる	のせる	place, put on	0	0
#220	悲しい	かなしい	sad	0	0
#221	しゃべる	しゃべる	chat, talk	0	0
#222	近く	ちかく	in the near future, before long	0	0
#223	甘い	あまい	sweet	0	0
#224	テーブル	てーぶる	table	0	0
#225	食べ物	たべもの	food (colloquial)	0	0
#226	始まる	はじまる	begin	0	0
#227	ゲーム	げーむ	game	0	0
#228	十	じゅう	ten	0	0
#229	天気	てんき	weather	0	0
#230	暑い	あつい	hot (of weather)	0	0
#231	太い	ふとい	thick, fat	0	0
#232	晩	ばん	evening, night (from sunset to bedtime)	0	0
#233	土曜日	どようび	Saturday	0	0
#234	痛い	いたい	sore, painful	0	0
#235	お父さん	おとうさん	father, dad (colloquial)	0	0
#236	多分	たぶん	probably, perhaps	0	0
#237	時計	とけい	clock, watch	0	0
#238	泊まる	とまる	stay overnight	0	0
#239	どうして	どうして	how come	0	0
#240	掛ける	かける	hang, put on	0	0
#241	曲がる	まがる	make a turn, turn	0	0
#242	お腹	おはら	stomach, belly	0	0
#243	ミーティング	みーてぃんぐ	meeting	0	0
#244	嫌い	きらい	dislike (habitual)	0	0
#245	金曜日	きんようび	Friday	0	0
#246	要る	いる	need, require	0	0
#247	無い	ない	to not be	0	0
#248	風邪	かぜ	cold (illness)	0	0
#249	黄色い	きいろい	yellow	0	0
#250	優しい	やさしい	gentle, kind	0	0
#251	晴れる	はれる	be sunny, clear up	0	0
#252	汚い	きたない	dirty	0	0
#253	茶色	ちゃいろ	brown	0	0
#254	空く	あく	be empty, become less crowded	0	0
#255	上る	のぼる	go up, climb	0	0
#256	ご飯	ごめし	meal, cooked rice	0	0
#257	日	にち	counter for days	0	0
#258	髪の毛	かみのけ	hair, each single hair	0	0
#259	つける	つける	switch on, turn on	0	0
#260	月曜日	げつようび	Monday	0	0
#261	入る	いる	enter	0	0
#262	カタカナ	かたかな	katakana	0	0
#263	今週	こんしゅう	this week	0	0
#264	開く	ひらく	open (books, eyes, etc.)	0	0
#265	水	みず	water	0	0
#266	あれ	あれ	that (over there)	0	0
#267	二	に	two	0	0
#268	締める	しめる	tighten, fasten	0	0
#269	まずい	まずい	bad (taste), distasteful	0	0
#270	平仮名	ひらがな	hiragana	0	0
#271	曇る	くもる	become cloudy	0	0
#272	触る	ふる	touch, feel	0	0
#273	駄目	だめ	no good	0	0
#274	飲み物	のみもの	beverage, drink	0	0
#275	木曜日	もくようび	Thursday	0	0
#276	曜日	ようび	day of the week	0	0
#277	そば	そば	side, vicinity	0	0
#278	こっち	こっち	here, this way (casual)	0	0
#279	火曜日	かようび	Tuesday	0	0
#280	渇く	かわく	be thirsty	0	0
#281	三	さん	three	0	0
#282	水曜日	すいようび	Wednesday	0	0
#283	二つ	ふたつ	two (things)	0	0
#284	今晩	こんばん	this evening, tonight	0	0
#285	千	せん	thousand	0	0
#286	六日	むいか	six days, sixth of the month	0	0
#287	お姉さん	おねえさん	older sister	0	0
#288	直る	なおる	be repaired, get fixed	0	0
#289	ちょっと	ちょっと	just a moment, just a little	0	0
#290	四	し	four (Japanese origin)	0	0
#291	これから	これから	from now on, after this	0	0
#292	考える	かんがえる	think, consider	0	0
#293	戻る	もどる	return to a point of departure	0	0
#294	変える	かえる	change (something), alter	0	0
#295	朝	あさ	morning	0	0
#296	歯	は	tooth	0	0
#297	頑張る	がんばる	work hard, do one’s best	0	0
#298	携帯電話	けいたいでんわ	cellular phone	0	0
#299	雨	あめ	rain	0	0
#300	金	きん	money (colloquial)	0	0
#301	易しい	やさしい	easy, simple (colloquial)	0	0
#302	お兄さん	おにいさん	older brother	0	0
#303	大きい	おおきい	big	0	0
#304	小さい	ちーさい	small	0	0
#305	辛い	つらい	spicy, hot	0	0
#306	八	はち	eight	0	0
#307	あそこ	あそこ	over there	0	0
#308	来る	くる	come	0	0
#309	前	まえ	front, before	0	0
#310	五日	いつか	five days, fifth of the month	0	0
#311	いっぱい	いっぱい	full	0	0
#312	酸っぱい	すっぱい	sour	0	0
#313	違う	ちがう	differ, be wrong	0	0
#314	細い	こまい	thin, slender	0	0
#315	三つ	みっつ	three (things)	0	0
#316	八日	ようか	eight days, eighth of the month	0	0
#317	高校生	こうこうせい	high school student	0	0
#318	上手	じょうず	good, skilled	0	0
#319	強い	つよい	strong	0	0
#320	七	しち	seven (Japanese origin)	0	0
#321	二十日	はつか	20 days, 20th of the month	0	0
#322	左	ひだり	left	0	0
#323	二日	ふつか	two days, second of the month	0	0
#324	四つ	よつ	four (things)	0	0
#325	暖かい	あたたかい	warm	0	0
#326	ある	ある	exist, there is	0	0
#327	いい	いい	good (informal/spoken form)	0	0
#328	上	うえ	up, above	0	0
#329	駅	えき	train station	0	0
#330	美味しい	おいしい	tasty	0	0
#331	昨日	きのう	yesterday (colloquial)	0	0
#332	綺麗	きれい	pretty, clean	0	0
#333	五	ご	five	0	0
#334	九つ	ここのつ	nine (things)	0	0
#335	お願い	おねがい	favor	0	0
#336	答える	こたえる	give an answer	0	0
#337	先	さき	ahead, first	0	0
#338	寒い	さむい	cold (temperature of the air)	0	0
#339	四	し	four (Chinese origin)	0	0
#340	三日	みっか	three days, third of the month	0	0
#341	下	した	under, below	0	0
#342	大丈夫	だいじょうぶ	all right, OK	0	0
#343	大人	おとな	adult	0	0
#344	出す	だす	take out	0	0
#345	父	ちち	(speaker’s) father	0	0
#346	母	はは	(speaker’s) mother	0	0
#347	月	がつ	moon	0	0
#348	妹	いもうと	younger sister	0	0
#349	冷たい	つめたい	cold (to touch)	0	0
#350	弟	おとうと	younger brother	0	0
#351	手	て	hand	0	0
#352	十日	とうか	ten days, tenth of the month	0	0
#353	口	くち	mouth	0	0
#354	夏	なつ	summer	0	0
#355	七つ	ななつ	seven (things)	0	0
#356	時々	ときどき	sometimes	0	0
#357	何	なに	what	0	0
#358	人	にん	person	0	0
#359	一人	ひとり	one person	0	0
#360	一日	ついたち	first of the month	0	0
#361	九日	ここのか	nine days, ninth of the month	0	0
#362	方	ほう	direction, side	0	0
#363	他	ほか	other (Japanese origin)	0	0
#364	僕	ぼく	I, me (usually used by young males)	0	0
#365	欲しい	ほしい	want, desire (of the speaker)	0	0
#366	万	まん	ten thousand	0	0
#367	見える	みえる	be visible, can see	0	0
#368	道	みち	street, way	0	0
#369	五つ	いつつ	five (things)	0	0
#370	目	め	eye	0	0
#371	八つ	やつ	eight (things)	0	0
#372	止める	やめる	stop (a car…). 止める (yameru) give up	0	0
#373	四日	よっか	four days, fourth of the month	0	0
#374	夜	よる	night (from sunset to sunrise)	0	0
#375	来年	らいねん	next year	0	0
#376	六	ろく	six	0	0
#377	悪い	わるい	bad	0	0
#378	お手洗い	おてあらい	toilet, bathroom	0	0
#379	ご主人	ごしゅじん	(someone else’s) husband	0	0
#380	本当に	ほんとうに	really, truly	0	0
#381	自分	じぶん	self, oneself	0	0
#382	ため	ため	sake, purpose	0	0
#383	見つかる	みつかる	be found, be caught	0	0
#384	休む	やすむ	take a rest, take a break	0	0
#385	ゆっくり	ゆっくり	slowly	0	0
#386	六つ	むつ	six (things)	0	0
#387	花	はな	flower	0	0
#388	動く	うごく	move	0	0
#389	線	せん	line	0	0
#390	七日	なのか	seven days, seventh of the month	0	0
#391	以外	いがい	except for	0	0
#392	男	おとこ	man, male	0	0
#393	彼	かれ	he, one’s boyfriend	0	0
#394	女	おんな	woman	0	0
#395	妻	つま	woman	0	0
#396	百	ひゃく	hundred	0	0
#397	辺	へん	vicinity	0	0
#398	店	みせ	shop, store	0	0
#399	閉まる	しまる	be shut, be closed	0	0
#400	問題	もんだい	problem, question	0	0
#401	必要	ひつよう	need, necessary	0	0
#402	もつ	もつ	last long, be durable	0	0
#403	開く	ひらく	open	0	0
#404	昨年	さくねん	last year (formal, often used in writing)	0	0
#405	治る	なおる	be cured, get well	0	0
#406	ドル	どる	dollar	0	0
#407	システム	しすてむ	system (loan word)	0	0
#408	以上	いじょう	more than, not less than	0	0
#409	最近	さいきん	recent, latest	0	0
#410	世界	せかい	world	0	0
#411	コンピューター	こんぴゅーたー	computer	0	0
#412	やる	やる	give (to an inferior)	0	0
#413	意味	いみ	meaning, sense	0	0
#414	増える	ふえる	increase, accrue	0	0
#415	選ぶ	えらぶ	choose, elect	0	0
#416	生活	せいかつ	life, living	0	0
#417	進める	すすめる	go ahead, proceed	0	0
#418	続ける	つづける	continue, keep up	0	0
#419	ほとんど	ほとんど	almost, hardly	0	0
#420	会社	かいしゃ	company, corporation	0	0
#421	家	いえ	house, dwelling	0	0
#422	多く	おおく	much, largely	0	0
#423	話	はなし	talk, story	0	0
#424	上がる	あがる	go up, rise (physical movement)	0	0
#425	もう	もう	another, again	0	0
#426	集める	あつめる	collect, gather	0	0
#427	声	こえ	voice, sound	0	0
#428	初めて	はじめて	for the first time	0	0
#429	変わる	かわる	change, turn into	0	0
#430	まず	まず	first of all, to begin with	0	0
#431	社会	しゃかい	society	0	0
#432	プログラム	ぷろぐらむ	program booklet	0	0
#433	力	ちから	strength, power	0	0
#434	今回	こんかい	this time	0	0
#435	予定	よてい	schedule, plan	0	0
#436	まま	まま	as is, still (in the current state)	0	0
#437	テレビ	てれび	television	0	0
#438	減る	へる	decrease, diminish	0	0
#439	消える	きえる	be extinguished, disappear	0	0
#440	家族	かぞく	family, household	0	0
#441	比べる	くらべる	compare, contrast	0	0
#442	生まれる	うまれる	be born, come into existence	0	0
#443	ただ	ただ	free	0	0
#444	これら	これら	these	0	0
#445	調べる	しらべる	investigate, check	0	0
#446	事故	じこ	accident, trouble	0	0
#447	電話	でんわ	telephone, phone call	0	0
#448	外国	がいこく	foreign country	0	0
#449	銀行	ぎんこう	bank	0	0
#450	十分	じゅうぶん	enough, plentiful	0	0
#451	あまり	あまり	(not) much	0	0
#452	写真	しゃしん	photograph	0	0
#453	繰り返す	くりかえす	repeat	0	0
#454	種類	しゅるい	kind, type	0	0
#455	意見	いけん	opinion	0	0
#456	新聞	しんぶん	newspaper	0	0
#457	文章	ぶんしょう	sentence, writing	0	0
#458	目立つ	めだつ	stand out, be conspicuous	0	0
#459	相手	あいて	opponent, the other party	0	0
#460	病院	びょういん	hospital	0	0
#461	厚い	あつい	thick, bulky	0	0
#462	忙しい	いそがしい	busy, occupied	0	0
#463	薄い	うすい	thin, weak	0	0
#464	川	かわ	river, stream	0	0
#465	暗い	くらい	dark, gloomy	0	0
#466	クラス	くらす	class (in school)	0	0
#467	黒い	くろい	black, dark	0	0
#468	バス	ばす	bus	0	0
#469	青い	あおい	blue	0	0
#470	買い物	かいもの	shopping, purchase	0	0
#471	薬	くすり	drug, medicine	0	0
#472	砂糖	さとう	sugar	0	0
#473	休み	やすみ	holiday, break	0	0
#474	郵便局	ゆうびんきょく	post office	0	0
#475	住所	じゅうしょ	address	0	0
#476	こちら	こちら	here, this way (polite)	0	0
#477	財布	さいふ	purse, wallet	0	0
#478	パスポート	ぱすぽーと	passport	0	0
#479	椅子	いす	chair	0	0
#480	可愛い	かわい	cute, sweet	0	0
#481	お祖父さん	おそふさん	grandfather (colloquial)	0	0
#482	切手	きって	postage stamp	0	0
#483	涼しい	すずしい	cool (of temperature)	0	0
#484	いくつ	いくつ	how many, how old	0	0
#485	メニュー	めにゅー	menu	0	0
#486	電気	でんき	electricity, electric light	0	0
#487	勝つ	かつ	win	0	0
#488	負ける	まける	lose	0	0
#489	建てる	たてる	build, erect	0	0
#490	日記	にっき	diary	0	0
#491	売り切れ	うりきれ	sell out	0	0
#492	お巡りさん	おめぐりさん	police officer (colloquial)	0	0
#493	目覚まし時計	めざましとけい	alarm clock	0	0
#494	レシート	れしーと	receipt (loan word)	0	0
#495	ティッシュ	てぃっしゅ	tissue	0	0
#496	歯ブラシ	はぶらし	toothbrush	0	0
#497	下りる	おりる	go down, come down	0	0
#498	洗う	あらう	wash	0	0
#499	パート	ぱーと	part-time	0	0
#500	氏名	しめい	full name	0	0
#501	今夜	こんや	tonight, this evening	0	0
#502	夜中	よなか	midnight	0	0
#503	来週	らいしゅう	next week	0	0
#504	誰か	だれか	someone	0	0
#505	何	なに	what. それはなんですか. What is that?	0	0
#506	今朝	けさ	this morning	0	0
#507	寿司	すし	sushi	0	0
#508	履く	はく	put on (shoes), wear (pants, skirt)	0	0
#509	おじさん	おじさん	uncle	0	0
#510	おばさん	おばさん	aunt	0	0
#511	お祖母さん	おそぼさん	grandmother (colloquial)	0	0
#512	いとこ	いとこ	cousin	0	0
#513	辞書	じしょ	dictionary (category)	0	0
#514	朝ご飯	あさごめし	breakfast	0	0
#515	白	しろ	white	0	0
#516	どっち	どっち	which (casual)	0	0
#517	そっち	そっち	there (casual)	0	0
#518	明日	あした	tomorrow (colloquial)	0	0
#519	明後日	みょうごにち	day after tomorrow (colloquial)	0	0
#520	一昨日	いっさくじつ	the day before yesterday (colloquial)	0	0
#521	庭	にわ	garden, yard	0	0
#522	左側	ひだりがわ	left side	0	0
#523	右側	みぎがわ	right side	0	0
#524	指	ゆび	finger, toe	0	0
#525	眼鏡	めがね	glasses	0	0
#526	鞄	かばん	bag, handbag	0	0
#527	あっち	あっち	other side, over there (casual)	0	0
#528	大人しい	おとなしい	gentle, quiet	0	0
#529	下手	へた	not good at	0	0
#530	厳しい	いかめしい	strict, severe	0	0
#531	一人で	ひとりで	by oneself, alone	0	0
#532	答え	こたえ	answer, solution	0	0
#533	この頃	このごろ	these days, recently	0	0
#534	残念	ざんねん	regretful, disappointing	0	0
#535	仕舞う	しまう	put away, put in	0	0
#536	心配	しんぱい	anxiety, worry	0	0
#537	外	そと	outside, open air	0	0
#538	大切	たいせつ	important, valuable	0	0
#539	ちょうど	ちょうど	just, exactly	0	0
#540	助ける	たすける	help, save	0	0
#541	勤める	つとめる	serve, hold a job	0	0
#542	連れていく	つれていく	take along, bring along (a person)	0	0
#543	丈夫	じょうぶ	healthy, sturdy	0	0
#544	賑やか	にぎやか	lively, exciting	0	0
#545	眠い	ねむい	sleepy	0	0
#546	山	やま	mountain	0	0
#547	橋	はし	bridge	0	0
#548	止まる	とまる	come to a stop, cease	0	0
#549	降る	ふる	fall, come down (rain, snow, etc.)	0	0
#550	本当	ほんとう	reality, genuine	0	0
#551	町	まち	town, city	0	0
#552	お菓子	おかし	sweets, snacks	0	0
#553	緩い	ゆるい	slack, loose	0	0
#554	良い	よい	good (formal/written form)	0	0
#555	ようこそ	ようこそ	welcome (greeting)	0	0
#556	お土産	おみやげ	souvenir (polite)	0	0
#557	両親	りょうしん	parents	0	0
#558	ウェーター	うぇーたー	waiter	0	0
#559	ウェートレス	うぇーとれす	waitress	0	0
#560	絶対に	ぜったいに	absolutely, definitely	0	0
#561	ごちそう	ごちそう	feast, treat	0	0
#562	フォーク	ふぉーく	fork	0	0
#563	スプーン	すぷーん	spoon	0	0
#564	瓶	かめ	bottle	0	0
#565	つく	つく	be on, be switched on	0	0
#566	醤油	しょうゆ	soy sauce	0	0
#567	茶碗	ちゃわん	rice bowl	0	0
#568	決める	きめる	decide, agree upon	0	0
#569	感じる	かんじる	feel, sense	0	0
#570	生きる	いきる	live (one’s life)	0	0
#571	動かす	うごかす	move (something)	0	0
#572	壊れる	こわれる	break, break down	0	0
#573	復習	ふくしゅう	review	0	0
#574	眉	まゆ	eyebrow	0	0
#575	客	きゃく	visitor, customer	0	0
#576	机	つくえ	desk	0	0
#577	風呂	ふろ	bath	0	0
#578	湯	ゆ	hot water	0	0
#579	ぬるい	ぬるい	tepid, lukewarm	0	0
#580	風邪薬	かぜぐすり	cold medicine	0	0
#581	靴下	くつした	socks	0	0
#582	タバコ	たばこ	tobacco, cigarette	0	0
#583	アイスコーヒー	あいすこーひー	iced coffee	0	0
#584	天ぷら	てんぷら	Japanese deep-fried food	0	0
#585	肉	にく	flesh, meat	0	0
#586	昨夜	さくや	last night, last evening (colloquial)	0	0
#587	流行る	はやる	be in fashion, be popular	0	0
#588	連れて来る	つれてくる	bring (a person)	0	0
#589	方	ほう	person (polite form)	0	0
#590	零	れい	zero	0	0
#591	雲	くも	cloud	0	0
#592	空	そら	sky	0	0
#593	人気	にんき	popularity	0	0
#594	兄さん	にいさん	(one’s own) older brother (polite)	0	0
#595	姉さん	ねえさん	(one’s own) older sister (polite)	0	0
#596	平成	へいせい	Heisei era	0	0
#597	毎月	まいつき	every month	0	0
#598	半日	はんにち	half a day	0	0
#599	半月	はんつき	half a month	0	0
#600	なるほど	なるほど	I see, really	0	0
#601	つまり	つまり	in short, that is to say	0	0
#602	そのまま	そのまま	as it is, just like that	0	0
#603	はっきり	はっきり	clearly	0	0
#604	大変	たいへん	awful, hard	0	0
#605	簡単	かんたん	simple, easy	0	0
#606	似ている	にている	look like, resemble	0	0
#607	驚く	おどろく	be surprised, be startled	0	0
#608	嫌	いや	dislike (situational)	0	0
#609	喧嘩	けんか	fight, argument	0	0
#610	遅れる	おくれる	be late	0	0
#611	にんじん	にんじん	carrot	0	0
#612	ジャガイモ	じゃがいも	potato	0	0
#613	ナス	なす	eggplant	0	0
#614	やかん	やかん	kettle	0	0
#615	話し合う	はなしあう	discuss, talk over	0	0
#616	残す	のこす	leave, leave undone	0	0
#617	ごちそうする	ごちそうする	treat, host (a meal)	0	0
#618	合う	あう	fit, match	0	0
#619	当たる	あたる	(go straight and) hit, strike	0	0
#620	集まる	あつまる	gather, be collected	0	0
#621	場所	ばしょ	place, space	0	0
#622	海	うみ	sea, ocean	0	0
#623	少年	しょうねん	boy (between 7 and 18 years old)	0	0
#624	孫	まご	grandchild	0	0
#625	生徒	せいと	pupil, student	0	0
#626	高校	こうこう	high school (for short)	0	0
#627	年上	としうえ	older, senior	0	0
#628	卒業	そつぎょう	graduation	0	0
#629	運動	うんどう	movement, exercise	0	0
#630	選手	せんしゅ	athlete, (sports) player	0	0
